1001167170 , 2021-07-04 14:15:51
1001167302 , 2021-07-05 14:33:20
1001167793 , 2021-07-07 14:52:05
1001167843 , 2021-07-04 09:05:51
1001168027 , 2021-07-04 11:39:43
1001168302 , 2021-07-08 14:32:55
1001168660 , 2021-07-08 11:41:05
1001169625 , 2021-07-04 15:05:11
1001169980 , 2021-01-24 16:51:59 ***
1001170410 , 2021-07-07 12:19:18
1001171388 , 2021-07-08 14:31:45
1001172174 , 2021-07-07 11:30:20
1001216560 , 2021-07-06 13:15:37
1001232273 , 2021-07-04 14:41:55
1001233704 , 2021-07-04 13:46:27
1001236321 , 2021-07-05 09:59:33
1001267787 , 2021-07-04 10:02:10
1001292279 , 2021-07-04 10:52:16
1001298922 , 2021-07-08 12:54:19
1001304268 , 2021-07-04 18:19:20
1001324370 , 2021-07-04 15:30:25
1001330346 , 2021-07-06 15:00:38
1001331524 , 2021-07-08 13:42:11
1001344811 , 2021-07-07 15:17:17
1001404053 , 2021-07-04 18:10:19
1001410201 , 2021-07-05 16:11:50
1001420663 , 2021-07-06 12:51:58
1001430742 , 2021-07-04 08:47:05
1001434303 , 2021-07-04 10:38:23
1001435144 , 2021-07-07 12:26:40
1001438340 , 2021-07-04 10:37:45
1001451106 , 2021-07-06 16:56:04
1001484485 , 2021-07-05 13:26:42
1001501522 , 2021-07-05 13:27:30
1001502767 , 2021-07-04 13:33:04
1001581459 , 2021-02-28 13:57:51 ***
1001604231 , 2021-07-05 10:26:04
1001701859 , 2021-01-19 12:51:22 ***
1001710472 , 2021-07-04 15:36:36
1001715304 , 2021-07-07 10:18:03
1001737532 , 2021-07-04 14:14:09
1001776494 , 2021-07-04 11:10:40
1001784111 , 2020-12-15 13:29:18 ***
1001794740 , 2021-07-06 08:52:33
1001810061 , 2021-07-07 09:07:53
1001810776 , 2021-06-09 09:52:51 ***
1001811831 , 2021-07-04 08:50:27
1001813593 , 2021-07-04 09:25:20
1001816467 , 2021-04-06 14:48:54 ***
1001816858 , 2021-07-08 10:43:00
1001817071 , 2020-11-12 08:48:08 ***
1001821378 , 2020-04-26 12:34:11 ***
1001822331 , 2021-07-07 13:03:43
1001830251 , 2021-07-08 12:35:13
1001831048 , 2021-07-06 15:49:49
1001832044 , 2021-07-08 09:21:28
1001832382 , 2021-07-07 15:19:16
1001833115 , 2021-07-06 15:55:27
1001833463 , 2021-07-06 15:34:07
1001834041 , 2021-07-04 13:28:54
1001834253 , 2021-07-08 11:20:15
1001834496 , 2021-07-08 11:09:22
1001834711 , 2021-07-07 11:19:22
1001834731 , 2021-07-08 10:26:23
1001834767 , 2021-07-08 15:37:37
1001834987 , 2021-01-13 09:13:24 ***
1001835489 , 2021-07-08 11:44:02
1001835527 , 2021-07-07 15:24:26
1001835654 , 2021-07-08 12:53:49
1001836432 , 2021-07-08 09:10:24
1001836795 , 2021-07-08 12:36:25
1001837377 , 2020-02-02 11:22:46 ***
1001838809 , 2020-06-03 10:12:57 ***
1001849826 , 2021-07-05 09:01:57
1001861383 , 2021-07-04 09:30:27
1001861461 , 2021-07-08 15:13:10
1001872412 , 2021-07-06 12:13:56
1001897670 , 2020-08-26 14:37:22 ***
1001897826 , 2021-01-27 13:56:48 ***
1001898466 , 2020-11-09 13:54:37 ***
1001898663 , 2021-07-04 14:03:12
1001899139 , 2021-07-05 16:16:22
1001900379 , 2021-07-04 09:45:59
1001900863 , 2020-02-18 10:46:28 ***
1001901035 , 2021-07-06 13:35:59
1001901712 , 2021-03-14 10:00:45 ***
1001903527 , 2021-07-04 11:51:58
1001904011 , 2021-07-04 12:53:40
1001904105 , 2020-02-02 11:22:47 ***
1001904310 , 2021-07-06 18:19:49
1001904536 , 2021-05-10 13:50:22 ***
1001905452 , 2021-07-04 15:20:19
1001905705 , 2021-07-05 11:35:19
1001907098 , 2021-07-06 13:10:03
1001907393 , 2021-07-07 15:26:40
1001907917 , 2021-07-04 13:52:04
1001909200 , 2021-07-08 10:21:02
1001911451 , 2021-07-06 09:22:03
1001911587 , 2021-07-08 11:44:45
1001912188 , 2021-07-08 12:55:36
1001912558 , 2021-07-04 12:20:28
1001913350 , 2021-07-07 13:12:28
1001915490 , 2021-07-06 09:24:04 ***
1001925567 , 2021-07-06 14:18:41
1001938661 , 2021-05-26 14:38:07 ***
1001947202 , 2021-07-04 10:19:01
1001948869 , 2021-07-07 11:24:00
1001954630 , 2021-07-06 16:00:03
1001957075 , 2020-11-04 10:40:20 ***
1001958972 , 2021-07-07 14:44:01
1001971261 , 2021-07-04 09:25:56
1001971364 , 2021-07-06 10:11:31
1001972986 , 2021-07-05 14:45:20
1001973236 , 2021-07-04 09:01:54
1001973341 , 2021-07-05 15:48:14
1001974284 , 2021-07-05 10:30:23
1001974709 , 2021-07-04 09:32:31
1001975089 , 2021-07-06 09:48:02
1001975487 , 2021-07-05 08:58:20
1001975897 , 2021-07-04 14:33:21
1001976443 , 2021-07-05 08:59:37
1001977105 , 2021-07-04 08:49:14
1001977321 , 2021-07-05 08:57:38
1001977612 , 2021-07-08 12:22:36
1001977744 , 2021-07-05 09:00:19
1001985671 , 2021-07-06 13:57:53
1001992431 , 2021-07-07 12:21:31
1002019613 , 2021-07-08 11:39:09
1002031621 , 2021-07-04 09:22:37
1002037107 , 2020-04-27 12:02:29 ***
1002039279 , 2020-02-02 11:22:51 ***
1002047576 , 2020-02-02 11:22:52 ***
1002048061 , 2021-02-14 13:34:08 ***
1002048079 , 2021-06-08 15:14:33 ***
1002049206 , 2021-03-23 08:48:59 ***
1002051115 , 2021-07-05 10:36:46
1002066226 , 2021-07-08 09:28:09
1002068382 , 2021-07-07 12:17:40
1002070309 , 2021-07-06 09:17:22
1002070323 , 2021-07-07 13:05:49
1002070717 , 2021-03-24 16:26:21 ***
1002073749 , 2021-07-08 15:06:46
1002087494 , 2021-07-04 14:22:48
1002088316 , 2021-07-07 11:39:11
1002088914 , 2020-12-03 17:33:06 ***
1002090014 , 2021-07-08 13:30:12
1002090437 , 2021-07-04 17:38:32
1002090562 , 2021-07-04 14:23:13
1002090847 , 2021-07-08 13:37:19
1002090945 , 2021-07-06 09:43:48
1002091096 , 2020-11-18 16:51:15 ***
1002091447 , 2021-07-04 14:50:12
1002095619 , 2021-07-05 10:40:06
1002116259 , 2020-05-20 09:22:36 ***
1002116832 , 2021-07-07 11:16:59
1002116897 , 2020-05-17 13:46:36 ***
1002125155 , 2021-07-08 10:29:33
1002139477 , 2021-06-15 10:57:06 ***
1002141394 , 2021-07-08 10:27:55
1002145409 , 2021-07-06 09:52:22
1002145634 , 2021-07-07 12:50:48
1002179980 , 2021-07-07 10:50:12
1002189358 , 2020-02-02 11:22:57 ***
1002192975 , 2020-02-02 11:22:58 ***
1002202569 , 2020-03-16 15:32:35 ***
1002238440 , 2020-02-02 11:23:04 ***
1002254503 , 2020-03-02 08:57:33 ***
1002259323 , 2021-01-20 08:44:02 ***
1002260036 , 2021-07-05 17:12:05
1002271678 , 2021-07-04 13:26:07
1002271734 , 2021-05-04 13:04:33 ***
1002271974 , 2020-06-02 11:06:37 ***
1002272377 , 2021-07-04 15:16:07
1002312971 , 2021-07-04 08:49:56
1002317242 , 2021-03-03 13:27:27 ***
1002318227 , 2020-10-11 14:37:39 ***
1002339495 , 2020-12-29 10:24:40 ***
1002339980 , 2020-10-28 10:00:36 ***
1002342309 , 2020-12-29 13:53:53 ***
1002344455 , 2020-12-29 13:53:27 ***
1002361466 , 2020-12-14 10:51:32 ***
1002361564 , 2020-12-14 14:18:05 ***
1002363853 , 2021-07-05 09:18:57
1002367830 , 2021-07-07 15:24:28
1002390247 , 2021-07-08 09:17:11
1002391457 , 2021-03-02 10:47:35 ***
1002395184 , 2021-03-11 10:38:05 ***
1002398505 , 2021-07-04 14:30:37
1002417244 , 2021-07-08 10:51:37
1002424561 , 2021-07-07 14:41:31
1002428496 , 2021-06-17 16:35:00 ***
1002431986 , 2021-07-05 16:32:09
1002433259 , 2021-07-08 12:50:48
1002433335 , 2021-07-04 09:45:52
1002433337 , 2021-07-04 09:44:19
1002433379 , 2021-07-05 14:20:25
1002433381 , 2021-07-04 10:36:56
1002433390 , 2021-07-04 13:00:21
1002433398 , 2021-07-04 10:44:35
1002433419 , 2021-07-04 11:05:15
1002433455 , 2021-07-04 11:53:40
1002433458 , 2021-07-05 10:28:03
1002433468 , 2021-07-06 13:51:52
1002433495 , 2021-07-08 10:33:54 ***
1002433542 , 2021-07-04 12:41:58
1002433587 , 2021-07-04 13:10:20
1002433709 , 2021-07-04 15:00:36
1002433726 , 2021-07-04 15:18:51 ***
1002433787 , 2021-07-05 09:29:23
1002433824 , 2021-07-05 09:46:56
1002433828 , 2021-07-05 10:04:41
1002433857 , 2021-07-05 10:29:34
1002433872 , 2021-07-05 10:44:57
1002433878 , 2021-07-05 10:42:42
1002433893 , 2021-07-05 10:48:58
1002433915 , 2021-07-05 11:34:44
1002433930 , 2021-07-07 11:42:23
1002434013 , 2021-07-05 12:46:18
1002434106 , 2021-07-06 13:57:01
1002434183 , 2021-07-05 15:34:22
1002434347 , 2021-07-06 09:24:45
1002434350 , 2021-07-06 09:32:45
1002434432 , 2021-07-06 11:07:44
1002434452 , 2021-07-06 11:00:17
1002434481 , 2021-07-06 12:20:23
1002434495 , 2021-07-06 14:04:47
1002434520 , 2021-07-06 12:07:01
1002434543 , 2021-07-06 14:41:45
1002434690 , 2021-07-06 14:23:46
1002434843 , 2021-07-07 08:56:35
1002434895 , 2021-07-07 10:08:52
1002434902 , 2021-07-07 10:43:33
1002434907 , 2021-07-07 12:32:25 ***
1002434925 , 2021-07-07 10:37:47
1002434984 , 2021-07-07 11:06:22
1002435006 , 2021-07-07 11:21:14
1002435075 , 2021-07-08 09:57:25
1002435085 , 2021-07-07 12:09:59
1002435093 , 2021-07-07 12:20:47
1002435101 , 2021-07-07 12:13:05
1002435155 , 2021-07-07 12:47:13
1002435165 , 2021-07-07 13:11:06
1002435204 , 2021-07-07 13:34:39
1002435335 , 2021-07-08 09:09:37
1002435353 , 2021-07-08 09:00:02
1002435354 , 2021-07-08 09:02:19
1002435357 , 2021-07-08 09:30:40
1002435366 , 2021-07-08 09:29:06
1002435417 , 2021-07-08 10:01:59
1002435430 , 2021-07-08 10:30:22
1002435440 , 2021-07-08 10:40:39
1002435457 , 2021-07-08 11:11:39
1002435467 , 2021-07-08 11:12:42
1002435480 , 2021-07-08 11:13:45
1002435484 , 2021-07-08 11:06:40
1002435625 , 2021-07-08 13:11:04
1002435633 , 2021-07-08 13:22:20
1002435658 , 2021-07-08 13:54:44
1002435672 , 2021-07-08 14:01:17
1002435715 , 2021-07-08 15:37:35
1002435732 , 2021-07-08 15:57:03
-------------------------------------------------- 
 correct : 50351 corrupted:  328
